Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,MonthlyIncomeGroup,Working_Hours_Group,Experience_Group,Long_Term,Senior_Employee,High_Performer,Salary_Level
8175,46,,,,,5,19950,53,6,6,1,2,4,4,7,,2,38,17,4,3,3,10,4,,,Normal,Senior,1,0,1,Level 4
8176,36,,,,,4,5510,47,5,9,8,1,1,3,7,,8,30,19,1,3,2,18,1,,Medium,Low,Experienced,1,0,0,Level 1
8177,48,,,,,5,10480,94,19,14,8,2,4,4,17,,9,30,1,4,4,4,27,4,,Very High,Low,,1,0,1,Level 2
8178,55,,,,,3,9100,89,9,14,0,3,5,1,16,,9,33,7,1,3,4,41,2,,Very High,Low,Expert,1,1,0,Level 2
8179,56,,,,,3,5402,43,24,11,1,1,3,1,38,,8,59,14,1,1,3,31,2,,Medium,High,,1,1,0,Level 1
8180,45,,,,,3,9486,31,11,7,7,2,5,2,73,,2,44,6,4,2,3,33,4,,Very High,Normal,Expert,1,0,0,Level 2
8181,36,,,,,2,14575,51,3,6,2,2,1,1,11,,5,35,0,3,2,3,2,1,,,Low,New,0,0,0,Level 3
8182,41,,,,,3,16191,20,7,3,2,2,3,1,53,,2,35,1,1,2,1,6,2,,,Low,Senior,1,0,0,Level 4
8183,44,,,,,5,8439,60,3,3,9,4,1,2,68,,1,39,10,2,3,2,27,3,,High,Normal,New,0,0,0,Level 2
8184,21,,,,,1,8991,28,27,5,5,2,5,2,19,,4,32,19,2,2,2,45,3,,High,Low,,1,0,0,Level 2
8185,41,,,,,1,3965,97,6,6,4,3,1,2,41,,7,31,11,1,1,4,43,4,,Medium,Low,Senior,1,0,0,Level 1
8186,24,,,,,5,14723,51,19,6,3,2,4,3,95,,1,56,0,2,3,2,15,4,,,High,,1,0,0,Level 3
8187,23,,,,,1,11556,90,16,8,6,1,1,3,36,,3,39,9,1,1,2,8,1,,Very High,Normal,,1,0,0,Level 3
8188,55,,,,,4,6613,97,8,8,0,3,5,3,97,,5,42,8,2,2,1,36,4,,High,Normal,Expert,1,1,0,Level 1
8189,25,,,,,1,16007,99,19,13,0,2,4,1,26,,9,38,8,3,2,1,34,4,,,Normal,,1,0,0,Level 4
8190,40,,,,,2,4031,43,21,13,0,3,3,3,70,,9,51,13,2,3,1,6,3,,Medium,High,,1,0,0,Level 1
8191,32,,,,,3,17127,95,19,1,7,1,5,1,15,,7,37,8,1,4,2,25,3,,,Normal,,1,0,0,Level 4
8192,56,,,,,1,6867,63,16,3,8,3,2,4,14,,7,58,11,4,4,2,35,2,,High,High,,1,1,1,Level 1
8193,44,,,,,1,18237,16,8,5,2,4,2,3,60,,3,58,12,4,3,4,32,2,,,High,Expert,1,0,0,Level 4
8194,45,,,,,2,10581,84,10,9,0,4,5,4,59,,7,55,9,2,2,4,39,3,,Very High,High,Expert,1,0,1,Level 2
8195,58,,,,,2,6203,97,9,4,8,3,5,1,0,,1,34,14,3,2,4,24,2,,High,Low,Expert,1,1,0,Level 1
8196,39,,,,,1,18353,84,16,5,2,2,2,1,17,,1,55,3,2,4,2,26,4,,,High,,1,0,0,Level 4
8197,52,,,,,4,8001,79,22,1,8,2,2,4,82,,1,40,6,4,4,3,4,3,,High,Normal,,1,1,1,Level 2
8198,33,,,,,1,7890,60,14,7,3,2,2,2,88,,9,42,1,4,2,1,37,2,,High,Normal,,1,0,0,Level 2
8199,55,,,,,4,16740,77,10,2,0,2,5,3,55,,4,41,7,4,4,1,21,1,,,Normal,Expert,1,1,0,Level 4
8200,36,,,,,3,16411,99,4,13,4,1,4,2,64,,6,38,3,1,3,3,24,2,,,Normal,Experienced,0,0,0,Level 4
8201,40,,,,,5,7839,35,10,12,6,1,1,4,95,,4,34,13,4,3,1,21,3,,High,Low,Expert,1,0,1,Level 2
8202,35,,,,,3,9379,41,20,1,5,4,1,1,95,,8,34,9,3,1,4,16,2,,Very High,Low,,1,0,0,Level 2
8203,35,,,,,1,18171,77,21,14,3,3,4,4,40,,2,56,19,4,1,1,5,1,,,High,,1,0,1,Level 4
8204,39,,,,,1,8927,37,28,14,9,1,1,1,9,,5,47,4,4,2,2,19,4,,High,High,,1,0,0,Level 2
8205,48,,,,,4,5417,53,27,13,7,4,4,3,56,,9,55,18,4,1,3,43,4,,Medium,High,,1,0,0,Level 1
8206,47,,,,,2,3258,72,15,13,9,2,4,4,30,,5,55,4,4,4,1,44,4,,Medium,High,,1,0,1,Level 1
8207,27,,,,,4,17563,59,19,2,9,4,1,1,20,,2,39,13,2,2,4,30,3,,,Normal,,1,0,0,Level 4
8208,43,,,,,2,19528,95,11,8,0,1,1,3,0,,4,46,9,2,4,2,48,1,,,High,Expert,1,0,0,Level 4
8209,22,,,,,2,11437,28,20,1,3,3,1,3,87,,2,32,15,1,3,3,35,4,,Very High,Low,,1,0,0,Level 3
8210,44,,,,,2,10570,36,14,1,6,1,3,3,32,,2,54,2,2,4,3,10,1,,Very High,High,,1,0,0,Level 2
8211,38,,,,,2,15565,31,28,1,5,3,1,2,89,,2,36,0,2,4,1,48,4,,,Normal,,1,0,0,Level 3
8212,52,,,,,1,10175,43,15,11,0,3,5,3,86,,4,35,7,1,1,2,3,4,,Very High,Low,,1,1,0,Level 2
8213,21,,,,,5,12579,52,4,14,4,2,5,3,18,,7,52,10,2,4,1,17,3,,,High,Experienced,0,0,0,Level 3
8214,34,,,,,5,14715,45,17,2,5,3,3,3,17,,3,31,7,3,3,3,9,1,,,Low,,1,0,0,Level 3
8215,41,,,,,3,12926,72,1,14,9,3,5,3,45,,5,55,8,1,3,4,49,2,,,High,New,0,0,0,Level 3
8216,29,,,,,3,3251,31,25,1,8,2,1,3,96,,8,52,6,3,1,3,44,3,,Medium,High,,1,0,0,Level 1
8217,37,,,,,3,5005,37,19,2,4,4,3,2,10,,5,44,8,3,4,3,34,3,,Medium,Normal,,1,0,0,Level 1
8218,41,,,,,4,9161,96,5,11,4,3,2,3,74,,5,31,4,3,2,2,11,4,,Very High,Low,Experienced,1,0,0,Level 2
8219,46,,,,,3,17725,99,18,7,7,1,2,1,95,,6,40,3,1,2,2,18,3,,,Normal,,1,0,0,Level 4
8220,32,,,,,3,4276,34,17,1,5,1,4,1,98,,9,30,15,2,3,2,3,3,,Medium,Low,,1,0,0,Level 1
8221,52,,,,,3,12219,90,23,10,9,4,1,3,55,,2,40,4,2,4,4,42,4,,,Normal,,1,1,0,Level 3
8222,24,,,,,1,4448,18,10,2,7,4,4,3,28,,1,47,1,1,2,2,36,2,,Medium,High,Expert,1,0,0,Level 1
8223,45,,,,,3,9892,87,9,3,5,1,2,3,2,,6,36,4,1,4,2,39,4,,Very High,Normal,Expert,1,0,0,Level 2
8224,32,,,,,5,8999,89,4,2,8,3,5,3,18,,9,52,16,3,3,2,39,2,,High,High,Experienced,0,0,0,Level 2
8225,46,,,,,1,11961,63,20,3,7,3,3,3,67,,5,30,16,2,3,1,35,3,,Very High,Low,,1,0,0,Level 3
8226,33,,,,,2,13498,40,19,13,7,2,2,1,98,,9,54,11,2,2,4,17,4,,,High,,1,0,0,Level 3
8227,43,,,,,4,9740,46,3,7,0,4,4,3,34,,2,31,9,3,2,2,34,2,,Very High,Low,New,0,0,0,Level 2
8228,22,,,,,1,9438,42,18,2,3,3,5,4,44,,5,32,13,4,2,2,9,3,,Very High,Low,,1,0,1,Level 2
8229,49,,,,,1,12548,65,3,3,1,4,3,3,10,,9,36,12,4,4,1,8,2,,,Normal,New,0,0,0,Level 3
8230,54,,,,,5,4973,54,29,6,6,3,5,3,82,,4,38,9,4,1,3,16,2,,Medium,Normal,,1,1,0,Level 1
8231,33,,,,,3,13445,51,21,4,9,4,2,4,49,,3,44,16,2,1,3,32,2,,,Normal,,1,0,1,Level 3
8232,31,,,,,2,16841,65,8,1,5,1,5,4,51,,7,52,3,4,3,3,46,1,,,High,Expert,1,0,1,Level 4
8233,47,,,,,5,8389,71,24,8,6,1,5,1,24,,5,47,12,1,1,3,22,2,,High,High,,1,0,0,Level 2
8234,48,,,,,5,9183,94,5,7,4,3,4,4,83,,4,54,18,3,1,4,38,4,,Very High,High,Experienced,1,0,1,Level 2
8235,36,,,,,1,12946,86,27,8,2,2,5,4,84,,2,59,14,3,4,2,3,4,,,High,,1,0,1,Level 3
8236,59,,,,,2,15230,81,1,9,3,4,3,1,74,,2,59,5,4,1,2,30,2,,,High,New,0,1,0,Level 3
8237,40,,,,,5,7617,17,26,9,9,1,2,4,15,,9,31,0,1,2,1,39,4,,High,Low,,1,0,1,Level 2
8238,42,,,,,4,4698,88,18,3,0,4,1,3,25,,7,48,0,1,2,3,18,3,,Medium,High,,1,0,0,Level 1
8239,39,,,,,4,16975,77,24,11,4,3,5,4,73,,1,49,2,4,1,2,8,1,,,High,,1,0,1,Level 4
8240,30,,,,,5,5352,26,26,9,5,2,2,4,70,,5,45,7,4,2,4,38,3,,Medium,Normal,,1,0,1,Level 1
8241,53,,,,,1,18785,93,14,11,6,2,5,4,4,,6,59,17,4,4,1,34,2,,,High,,1,1,1,Level 4
8242,29,,,,,4,17537,65,25,6,7,3,5,1,0,,5,57,10,1,2,4,21,1,,,High,,1,0,0,Level 4
8243,29,,,,,1,9705,25,27,10,4,1,4,4,29,,8,39,10,1,1,2,16,1,,Very High,Normal,,1,0,1,Level 2
8244,25,,,,,3,11411,20,7,10,0,2,2,4,23,,7,32,19,3,3,2,15,2,,Very High,Low,Senior,1,0,1,Level 3
8245,55,,,,,3,19310,26,9,2,4,2,3,3,19,,4,56,13,1,2,4,13,4,,,High,Expert,1,1,0,Level 4
8246,43,,,,,1,18514,96,28,13,0,2,1,1,90,,5,33,15,2,1,3,34,3,,,Low,,1,0,0,Level 4
8247,31,,,,,5,9467,39,25,1,7,4,5,3,48,,3,37,18,1,4,4,2,1,,Very High,Normal,,1,0,0,Level 2
8248,42,,,,,3,11802,40,14,4,1,4,2,2,14,,7,30,18,1,4,4,3,4,,Very High,Low,,1,0,0,Level 3
8249,46,,,,,3,17675,72,16,9,1,1,2,1,88,,9,32,15,4,2,2,15,1,,,Low,,1,0,0,Level 4
8250,56,,,,,4,10557,94,16,2,5,3,5,4,46,,2,41,15,1,4,2,39,2,,Very High,Normal,,1,1,1,Level 2
8251,25,,,,,5,16115,50,27,1,8,4,1,2,37,,9,59,7,3,2,3,10,1,,,High,,1,0,0,Level 4
8252,20,,,,,1,15434,50,22,13,4,2,5,4,70,,4,38,0,3,4,4,14,2,,,Normal,,1,0,1,Level 3
8253,25,,,,,3,6184,35,6,2,5,1,1,4,96,,8,48,12,4,2,3,5,3,,High,High,Senior,1,0,1,Level 1
8254,41,,,,,5,9076,63,7,7,2,4,2,1,10,,3,58,15,4,4,2,18,1,,Very High,High,Senior,1,0,0,Level 2
8255,43,,,,,3,18888,98,1,13,8,1,5,2,44,,7,35,3,4,4,4,8,1,,,Low,New,0,0,0,Level 4
8256,44,,,,,4,9530,74,11,5,3,2,2,1,12,,8,38,6,1,3,3,1,2,,Very High,Normal,Expert,1,0,0,Level 2
8257,34,,,,,5,6437,76,9,5,5,1,5,4,47,,4,53,7,3,1,4,34,2,,High,High,Expert,1,0,1,Level 1
8258,45,,,,,2,11253,33,1,10,3,2,5,1,54,,9,57,10,2,3,2,12,1,,Very High,High,New,0,0,0,Level 2
8259,27,,,,,4,3890,25,24,13,5,1,3,3,3,,9,40,6,2,2,4,12,3,,Medium,Normal,,1,0,0,Level 1
8260,43,,,,,1,16565,92,26,13,0,3,4,1,29,,2,44,15,2,3,3,28,4,,,Normal,,1,0,0,Level 4
8261,57,,,,,5,8246,94,18,4,0,1,5,4,47,,3,51,1,2,1,2,39,1,,High,High,,1,1,1,Level 2
8262,25,,,,,3,6921,17,10,1,0,3,5,4,98,,3,57,3,3,1,4,25,1,,High,High,Expert,1,0,1,Level 1
8263,54,,,,,5,12531,71,27,8,9,3,2,4,84,,2,33,4,2,2,1,39,1,,,Low,,1,1,1,Level 3
8264,20,,,,,1,15686,83,29,12,1,2,1,1,66,,7,37,12,3,3,3,39,2,,,Normal,,1,0,0,Level 4
8265,55,,,,,5,5378,67,13,1,6,1,2,4,69,,7,58,5,4,4,1,7,1,,Medium,High,,1,1,1,Level 1
8266,31,,,,,3,8358,80,23,10,2,4,4,4,55,,6,43,16,3,1,2,27,4,,High,Normal,,1,0,1,Level 2
8267,57,,,,,4,5082,26,5,12,0,3,5,2,44,,5,42,18,4,2,2,45,3,,Medium,Normal,Experienced,1,1,0,Level 1
8268,30,,,,,4,18004,76,8,3,7,2,2,2,2,,8,36,7,1,3,3,6,1,,,Normal,Expert,1,0,0,Level 4
8269,31,,,,,3,14949,59,13,2,7,4,1,4,15,,8,48,8,1,3,3,11,2,,,High,,1,0,1,Level 3
8270,58,,,,,2,12938,71,27,2,3,1,4,4,10,,4,54,16,2,3,4,42,2,,,High,,1,1,1,Level 3
8271,26,,,,,2,10368,16,26,9,6,3,4,2,51,,3,57,1,1,4,1,7,3,,Very High,High,,1,0,0,Level 2
8272,30,,,,,4,17963,69,16,9,1,1,5,2,71,,1,42,2,2,1,4,28,3,,,Normal,,1,0,0,Level 4
8273,55,,,,,1,6567,33,7,5,5,1,4,4,89,,7,41,9,2,3,1,36,1,,High,Normal,Senior,1,1,1,Level 1
8274,50,,,,,5,8337,75,8,11,8,4,1,3,50,,6,53,1,1,2,3,10,1,,High,High,Expert,1,1,0,Level 2
8275,52,,,,,3,19436,38,18,14,6,2,2,2,9,,3,37,3,4,4,3,36,4,,,Normal,,1,1,0,Level 4
8276,32,,,,,1,4734,19,26,2,5,2,4,3,96,,3,43,2,1,2,3,7,4,,Medium,Normal,,1,0,0,Level 1
8277,37,,,,,5,17098,40,27,10,9,4,3,4,33,,2,57,16,2,1,2,8,4,,,High,,1,0,1,Level 4
8278,43,,,,,4,11034,49,9,7,1,2,2,3,92,,8,44,6,3,1,1,31,1,,Very High,Normal,Expert,1,0,0,Level 2
8279,28,,,,,3,6466,33,28,8,3,1,1,2,82,,8,50,17,1,3,2,35,2,,High,High,,1,0,0,Level 1
8280,50,,,,,1,15882,45,22,12,5,4,1,2,24,,6,51,18,3,4,3,26,4,,,High,,1,1,0,Level 4
8281,29,,,,,5,3927,97,11,9,4,3,5,2,21,,8,53,6,4,1,2,42,3,,Medium,High,Expert,1,0,0,Level 1
8282,21,,,,,4,7344,58,22,4,4,4,4,1,90,,8,55,5,3,2,4,18,2,,High,High,,1,0,0,Level 2
8283,57,,,,,4,17733,33,22,1,3,4,5,4,14,,9,44,4,1,2,4,15,3,,,Normal,,1,1,1,Level 4
8284,34,,,,,5,15941,98,17,7,7,4,4,2,52,,9,34,17,2,1,1,21,2,,,Low,,1,0,0,Level 4
8285,22,,,,,2,12638,95,14,7,7,1,2,2,90,,3,36,12,3,3,3,21,2,,,Normal,,1,0,0,Level 3
8286,50,,,,,2,5699,26,23,1,4,4,5,3,16,,6,42,10,2,4,4,27,2,,Medium,Normal,,1,1,0,Level 1
8287,25,,,,,5,19251,49,2,4,6,1,5,2,0,,7,37,14,1,4,3,10,3,,,Normal,New,0,0,0,Level 4
8288,22,,,,,5,16232,72,15,4,1,2,5,4,6,,7,41,5,4,3,1,38,3,,,Normal,,1,0,1,Level 4
8289,30,,,,,5,3339,86,18,12,2,1,5,1,40,,2,43,11,1,3,1,35,4,,Medium,Normal,,1,0,0,Level 1
8290,34,,,,,4,7980,39,5,14,9,3,3,2,82,,5,30,5,4,4,2,14,2,,High,Low,Experienced,1,0,0,Level 2
8291,47,,,,,3,18633,39,29,1,8,2,3,2,60,,4,57,6,1,2,3,46,1,,,High,,1,0,0,Level 4
8292,29,,,,,4,9400,27,22,7,6,4,5,3,52,,3,49,10,3,3,4,29,3,,Very High,High,,1,0,0,Level 2
8293,57,,,,,4,6339,56,1,3,5,1,4,1,80,,9,34,7,3,1,1,1,3,,High,Low,New,0,1,0,Level 1
8294,26,,,,,2,17233,29,16,12,6,3,5,1,6,,7,57,8,2,4,3,37,2,,,High,,1,0,0,Level 4
8295,34,,,,,5,12572,37,12,1,5,4,3,2,31,,1,57,7,4,3,4,2,3,,,High,,1,0,0,Level 3
8296,37,,,,,4,7942,42,14,12,1,1,3,1,38,,2,46,19,1,4,2,22,1,,High,High,,1,0,0,Level 2
8297,37,,,,,4,5355,27,17,14,2,2,5,2,88,,6,55,11,1,3,1,37,4,,Medium,High,,1,0,0,Level 1
8298,43,,,,,5,15130,89,1,7,4,1,5,4,24,,3,47,4,1,2,1,33,3,,,High,New,0,0,1,Level 3
8299,21,,,,,3,12863,58,14,3,1,3,4,3,80,,9,52,17,2,2,3,29,4,,,High,,1,0,0,Level 3
8300,59,,,,,2,14957,92,15,3,2,1,3,4,10,,8,39,18,2,3,3,19,2,,,Normal,,1,1,1,Level 3
8301,39,,,,,1,11830,66,23,13,6,3,5,1,19,,5,47,1,1,1,1,1,2,,Very High,High,,1,0,0,Level 3
8302,53,,,,,4,7075,49,12,13,1,1,1,4,35,,6,57,11,4,4,4,43,3,,High,High,,1,1,1,Level 1
8303,45,,,,,3,17533,61,17,3,5,3,5,2,60,,7,40,8,3,3,1,18,3,,,Normal,,1,0,0,Level 4
8304,26,,,,,1,8350,49,9,4,9,1,3,3,37,,9,37,18,3,1,3,16,4,,High,Normal,Expert,1,0,0,Level 2
8305,57,,,,,5,18452,64,3,5,4,1,1,4,5,,5,51,11,1,4,2,46,1,,,High,New,0,1,1,Level 4
8306,49,,,,,1,11848,54,12,14,2,1,1,3,66,,7,48,1,4,4,3,40,3,,Very High,High,,1,0,0,Level 3
8307,24,,,,,5,17351,91,26,1,7,3,1,2,44,,2,57,18,3,3,3,12,2,,,High,,1,0,0,Level 4
8308,30,,,,,3,10980,84,13,3,5,4,4,3,26,,5,49,2,1,1,2,39,2,,Very High,High,,1,0,0,Level 2
8309,20,,,,,1,8315,56,2,12,8,1,5,3,66,,6,53,7,1,2,4,14,1,,High,High,New,0,0,0,Level 2
8310,53,,,,,2,10049,29,22,14,0,1,1,2,9,,4,51,5,1,1,2,9,3,,Very High,High,,1,1,0,Level 2
8311,20,,,,,3,9607,74,15,1,2,2,4,1,9,,5,47,15,1,4,3,24,3,,Very High,High,,1,0,0,Level 2
8312,38,,,,,1,7913,72,2,3,9,1,3,4,54,,2,49,19,4,2,1,22,3,,High,High,New,0,0,1,Level 2
8313,21,,,,,4,19963,83,5,3,7,1,1,1,30,,6,34,18,1,1,1,45,1,,,Low,Experienced,1,0,0,Level 4
8314,40,,,,,1,18486,47,21,4,0,4,5,4,5,,7,46,0,2,3,2,49,2,,,High,,1,0,1,Level 4
8315,39,,,,,1,11351,54,9,12,7,3,1,3,23,,2,54,13,2,3,3,35,2,,Very High,High,Expert,1,0,0,Level 2
8316,42,,,,,2,6572,16,28,10,9,2,3,2,78,,3,59,0,4,3,3,18,4,,High,High,,1,0,0,Level 1
8317,40,,,,,3,13737,47,14,12,4,2,3,1,78,,9,45,10,3,2,3,25,2,,,Normal,,1,0,0,Level 3
8318,43,,,,,4,3463,39,13,1,7,2,1,4,2,,5,50,4,1,3,2,17,2,,Medium,High,,1,0,1,Level 1
8319,23,,,,,3,9294,73,4,5,9,4,5,4,33,,8,44,13,1,3,2,23,1,,Very High,Normal,Experienced,0,0,1,Level 2
8320,31,,,,,3,13814,41,8,12,6,2,4,1,46,,5,54,5,3,3,4,34,2,,,High,Expert,1,0,0,Level 3
8321,41,,,,,4,5933,70,23,4,8,3,1,3,18,,9,36,8,3,4,3,32,4,,Medium,Normal,,1,0,0,Level 1
8322,39,,,,,4,5942,39,7,13,6,1,3,3,29,,4,52,18,3,2,2,38,3,,Medium,High,Senior,1,0,0,Level 1
8323,37,,,,,2,15983,19,17,5,3,1,4,1,33,,4,48,13,2,1,3,2,3,,,High,,1,0,0,Level 4
8324,20,,,,,5,9356,76,22,6,0,3,5,2,51,,5,44,16,3,3,2,6,4,,Very High,Normal,,1,0,0,Level 2
8325,49,,,,,2,19377,57,6,3,1,3,1,2,61,,7,39,6,2,2,1,44,1,,,Normal,Senior,1,0,0,Level 4
8326,52,,,,,4,17245,82,26,3,1,3,3,4,84,,2,40,17,2,2,1,28,1,,,Normal,,1,1,1,Level 4
8327,43,,,,,1,9331,92,8,13,0,4,4,3,66,,1,56,13,2,4,4,8,2,,Very High,High,Expert,1,0,0,Level 2
8328,33,,,,,1,6643,95,22,5,9,1,2,4,96,,2,34,1,2,3,4,4,4,,High,Low,,1,0,1,Level 1
8329,55,,,,,3,3767,50,8,5,6,4,4,1,80,,3,50,5,2,3,1,29,3,,Medium,High,Expert,1,1,0,Level 1
8330,24,,,,,3,16274,24,13,9,3,1,3,4,33,,5,52,19,2,3,4,38,2,,,High,,1,0,1,Level 4
8331,30,,,,,5,11575,36,22,7,9,3,3,1,54,,3,47,1,1,4,4,2,1,,Very High,High,,1,0,0,Level 3
8332,43,,,,,5,15312,42,8,6,6,2,2,3,97,,7,35,17,4,4,2,19,1,,,Low,Expert,1,0,0,Level 3
8333,50,,,,,5,18896,62,5,2,7,3,2,3,82,,8,50,2,2,2,4,48,4,,,High,Experienced,1,1,0,Level 4
8334,32,,,,,5,4337,74,9,9,5,3,2,1,0,,1,30,6,4,1,4,37,2,,Medium,Low,Expert,1,0,0,Level 1
8335,35,,,,,1,7059,98,28,10,7,4,5,2,70,,6,38,17,3,2,4,3,2,,High,Normal,,1,0,0,Level 1
8336,43,,,,,4,12584,77,20,3,1,2,3,3,58,,1,54,8,2,2,1,32,2,,,High,,1,0,0,Level 3
8337,32,,,,,5,5147,16,22,7,0,4,1,4,85,,3,35,2,3,4,1,27,2,,Medium,Low,,1,0,1,Level 1
8338,43,,,,,2,4411,37,27,8,8,2,5,2,32,,3,54,19,1,3,1,44,1,,Medium,High,,1,0,0,Level 1
8339,45,,,,,5,13898,65,2,13,8,2,3,4,36,,3,42,11,4,2,3,41,4,,,Normal,New,0,0,1,Level 3
8340,21,,,,,1,13007,94,3,9,8,2,4,2,49,,7,43,17,3,1,2,43,4,,,Normal,New,0,0,0,Level 3
8341,35,,,,,3,7150,42,4,14,3,3,2,1,69,,2,48,16,1,2,1,26,2,,High,High,Experienced,0,0,0,Level 1
8342,57,,,,,2,10663,92,19,5,8,4,4,2,2,,4,35,0,2,2,4,43,2,,Very High,Low,,1,1,0,Level 2
8343,20,,,,,5,13823,15,28,6,8,3,1,4,34,,6,30,4,2,3,3,2,2,,,Low,,1,0,1,Level 3
8344,30,,,,,1,9898,29,29,6,4,1,5,4,15,,7,45,5,1,1,3,35,2,,Very High,Normal,,1,0,1,Level 2
8345,54,,,,,3,7051,29,7,5,0,4,4,2,46,,5,31,4,4,2,4,43,2,,High,Low,Senior,1,1,0,Level 1
8346,48,,,,,5,6392,57,9,13,7,1,1,1,89,,2,33,4,3,4,1,2,2,,High,Low,Expert,1,0,0,Level 1
8347,56,,,,,1,19125,19,6,7,0,3,4,3,33,,1,48,13,3,3,4,41,1,,,High,Senior,1,1,0,Level 4
8348,36,,,,,1,6467,86,3,1,2,1,3,4,34,,8,46,17,4,4,3,26,4,,High,High,New,0,0,1,Level 1
8349,58,,,,,4,12364,52,14,5,2,1,4,2,63,,4,45,5,1,4,1,2,2,,,Normal,,1,1,0,Level 3
8350,47,,,,,1,10570,77,13,11,4,1,2,4,40,,5,42,6,4,1,2,33,4,,Very High,Normal,,1,0,1,Level 2
8351,48,,,,,5,11417,57,13,10,4,4,2,4,45,,4,44,15,4,3,1,15,3,,Very High,Normal,,1,0,1,Level 3
8352,22,,,,,1,16125,65,25,6,4,2,3,4,4,,6,32,13,4,2,3,1,2,,,Low,,1,0,1,Level 4
8353,29,,,,,2,13931,92,1,12,3,2,5,3,59,,4,54,11,1,2,1,32,1,,,High,New,0,0,0,Level 3
8354,33,,,,,1,4333,97,15,3,0,4,2,1,53,,3,34,16,2,2,2,19,3,,Medium,Low,,1,0,0,Level 1
8355,31,,,,,1,19802,40,5,2,3,2,4,4,49,,4,39,12,4,2,3,14,4,,,Normal,Experienced,1,0,1,Level 4
8356,49,,,,,2,15802,60,29,4,9,3,2,1,17,,7,47,15,1,2,3,41,4,,,High,,1,0,0,Level 4
8357,51,,,,,5,7968,26,27,13,7,4,3,1,48,,1,57,4,2,3,1,48,3,,High,High,,1,1,0,Level 2
8358,51,,,,,3,13906,26,27,3,4,4,5,4,40,,3,37,17,4,4,4,8,4,,,Normal,,1,1,1,Level 3
8359,51,,,,,4,19551,43,26,6,6,2,3,1,23,,3,45,8,3,1,1,12,4,,,Normal,,1,1,0,Level 4
8360,45,,,,,3,18696,75,26,6,0,4,4,4,29,,9,37,16,4,4,3,15,4,,,Normal,,1,0,1,Level 4
8361,20,,,,,5,12510,55,21,4,4,1,2,4,14,,6,36,10,3,4,3,44,2,,,Normal,,1,0,1,Level 3
8362,21,,,,,5,6082,34,2,12,9,4,4,4,81,,1,33,11,2,4,4,34,2,,High,Low,New,0,0,1,Level 1
8363,36,,,,,2,5404,60,5,4,7,4,2,4,15,,2,53,3,3,3,2,6,3,,Medium,High,Experienced,1,0,1,Level 1
8364,49,,,,,3,18148,44,17,13,4,4,2,1,17,,7,49,18,4,2,1,27,3,,,High,,1,0,0,Level 4
8365,58,,,,,1,17540,53,1,10,0,3,1,3,90,,2,59,4,2,4,2,27,1,,,High,New,0,1,0,Level 4
8366,26,,,,,2,7699,54,27,10,1,3,3,3,0,,9,54,6,4,4,3,27,2,,High,High,,1,0,0,Level 2
8367,46,,,,,2,6385,65,4,11,5,1,1,1,10,,2,47,10,2,4,1,38,1,,High,High,Experienced,0,0,0,Level 1
8368,28,,,,,4,9629,16,15,13,1,1,4,2,38,,4,46,17,1,1,3,10,3,,Very High,High,,1,0,0,Level 2
8369,41,,,,,2,19494,79,15,10,8,2,4,1,73,,2,45,11,4,2,4,48,1,,,Normal,,1,0,0,Level 4
8370,53,,,,,3,8409,42,22,11,8,1,5,1,8,,8,54,5,1,2,3,43,3,,High,High,,1,1,0,Level 2
8371,20,,,,,5,15699,65,16,2,1,4,2,2,38,,1,31,0,1,4,3,37,2,,,Low,,1,0,0,Level 4
8372,28,,,,,4,13812,22,13,7,0,2,1,4,16,,4,31,7,2,4,2,27,1,,,Low,,1,0,1,Level 3
8373,39,,,,,1,15737,45,14,9,6,3,5,2,98,,8,57,16,4,2,4,45,1,,,High,,1,0,0,Level 4
8374,38,,,,,3,18224,53,27,13,6,2,1,1,34,,2,44,19,4,3,4,28,3,,,Normal,,1,0,0,Level 4
8375,55,,,,,1,8741,74,2,9,2,3,4,4,73,,4,59,3,2,1,2,9,3,,High,High,New,0,1,1,Level 2
8376,59,,,,,2,13177,97,21,10,1,4,5,1,32,,1,32,16,1,1,3,28,4,,,Low,,1,1,0,Level 3
8377,23,,,,,3,12671,91,27,2,8,4,3,2,78,,3,50,4,1,3,4,31,4,,,High,,1,0,0,Level 3
8378,28,,,,,4,13983,30,10,9,8,3,5,2,52,,9,49,8,2,2,1,41,2,,,High,Expert,1,0,0,Level 3
8379,41,,,,,4,7220,37,5,5,5,2,2,1,63,,5,45,15,1,1,4,49,4,,High,Normal,Experienced,1,0,0,Level 2
8380,37,,,,,1,19918,25,3,11,6,3,4,4,72,,6,31,12,2,4,2,4,2,,,Low,New,0,0,1,Level 4
8381,31,,,,,5,17023,68,20,12,1,1,3,1,72,,5,57,0,4,4,3,48,1,,,High,,1,0,0,Level 4
